,ID,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,EDUCATION,MARRIAGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX,default_payment_next_month,LIMIT_BAL
0,4241,34,5879,5884,5171,4598,-95,-2175,1,1,-1,-1,-1,-1,-1,-2,5884,5171,4598,0,0,0,1,0,200000
0,4838,33,22064,22338,23352,23301,23900,24965,2,1,0,0,0,0,0,0,1700,1700,1000,1500,2000,2000,1,0,80000
0,21026,36,11464,1879,6896,8583,880,4861,1,2,-2,-2,-2,-2,-2,-2,1879,6909,8587,880,4861,3212,1,0,270000
0,12481,34,93039,81169,82800,107986,99627,80610,2,2,0,0,0,0,0,0,4500,4100,67606,4100,3100,2861,2,0,110000
0,20086,49,79967,75920,73968,71919,59894,59405,3,1,0,0,0,0,0,0,2700,2875,3000,3000,4000,2500,2,0,80000
0,18148,31,85292,66486,62918,53322,50180,57000,1,2,0,0,0,0,0,0,17241,16000,13322,10005,9081,9080,1,0,340000
0,5214,30,344,5757,1820,2308,807,4966,2,1,-2,-2,-2,-2,-2,-2,5757,1820,2308,807,4966,3240,2,0,500000
0,5249,28,11692,14505,17262,16690,17763,18960,2,1,0,0,0,2,0,0,3000,3000,0,1500,1500,1500,2,1,30000
0,21602,23,7285,7022,7887,8898,9565,9267,3,2,2,2,0,0,0,2,0,1138,1149,816,0,1710,2,1,50000
0,6994,28,0,0,0,0,0,0,1,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,0,180000
0,26471,50,4701,3146,4486,13390,8009,5010,2,1,0,0,0,0,0,0,2310,3518,12537,45,514,2811,2,0,200000
0,23217,42,2862,18729,23405,16662,38459,2836,2,1,-1,-1,-1,-1,-1,-1,18729,23421,16683,38459,2836,1286,2,0,320000
0,24094,28,209479,211302,-4244,205759,151849,150221,2,2,2,0,0,-1,0,0,10000,2572,213509,6022,5817,4048,1,1,210000
0,5632,27,60225,61040,32298,31046,21581,16001,3,2,0,0,0,0,0,0,4119,5000,3037,3025,3035,3000,1,0,200000
0,1101,46,5816,5579,20079,17309,2310,241,3,2,1,2,0,0,-1,-1,13,17309,0,2310,241,4000,2,1,210000
0,26231,47,123,123,123,123,0,0,3,1,-1,-1,-1,2,2,-2,123,123,0,0,0,0,2,1,270000
0,6026,31,274263,267233,360999,149363,142757,119034,1,1,1,2,2,2,0,0,0,100006,0,6000,4000,8000,1,1,440000
0,3252,30,47311,44136,17865,6431,6939,4509,5,1,0,0,0,0,0,0,2900,1035,500,508,410,0,1,0,50000
0,18995,30,91844,90375,81572,71451,68530,66844,1,2,0,0,0,0,0,0,3200,3007,3200,3000,3500,2600,2,0,100000
0,15033,46,8168,12309,11834,11180,780,1170,2,1,0,0,3,2,0,0,4600,0,0,0,0,930,1,1,20000
0,4759,51,10063,10166,11579,68712,26476,8974,1,1,-2,-2,-2,-2,-2,-2,10395,11888,88612,26476,8974,11522,1,0,500000
0,27672,23,15675,17462,16895,17470,7500,7500,2,2,0,0,2,0,0,0,4492,0,1000,150,0,0,2,0,20000
0,1288,41,13780,12242,32463,20621,13711,8294,2,1,-2,-2,-2,-2,-2,-1,12300,32520,34,68,8334,45684,1,0,470000
0,18647,28,249265,253883,250654,253336,256281,257151,1,2,0,0,0,0,0,0,8903,9300,9402,10343,7000,6600,2,0,390000
0,3404,24,0,35300,1000,0,0,1245,3,2,1,-1,-1,-1,-2,-1,35300,1000,0,0,1245,0,2,0,180000
0,894,27,137574,199563,122093,105425,100206,96073,1,2,0,0,0,0,0,0,6048,6371,3043,3031,3066,3031,1,0,320000
0,20396,22,20433,19302,19276,19451,19641,20188,2,2,2,2,2,2,0,0,0,2100,1000,1000,1000,1000,1,0,20000
0,21075,48,325,1260,325,1000,1100,1100,1,1,-1,-1,-1,-1,-1,0,1260,325,1000,1100,0,0,1,0,180000
0,27105,44,390,390,0,780,0,0,2,1,-1,-1,-1,-1,-1,-2,390,0,780,0,0,0,1,0,10000
0,6021,25,0,0,0,0,0,0,1,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,0,100000
0,25709,45,49768,47191,49422,49586,30023,28373,3,1,1,2,0,0,0,0,0,3000,1500,5000,2000,2000,2,0,50000
0,27886,27,24003,21887,14799,6402,4950,4661,3,1,0,0,0,0,0,0,3028,1241,3010,2025,3500,26028,2,1,80000
0,8763,33,127491,118800,105606,94344,82676,73154,3,1,0,0,0,0,0,0,6018,4900,4340,2880,2650,2000,2,0,210000
0,21972,24,70411,75874,76710,74792,79636,77757,2,2,0,0,2,2,2,2,6657,2629,0,6000,0,3000,2,0,80000
0,13347,23,0,0,0,29337,30362,31356,1,1,-2,-2,-2,-1,0,0,0,0,29337,1500,1500,1500,2,1,210000
0,4620,43,89488,89951,86961,79284,74531,78359,2,1,0,0,0,0,0,0,5016,5050,3026,5000,5012,4057,1,0,150000
0,8657,46,33134,32351,31397,30321,30000,28961,3,2,6,5,4,3,2,0,0,0,0,0,5000,0,1,0,30000
0,2396,27,61152,60833,61245,47316,47175,47141,3,1,0,0,0,0,0,0,2326,3000,1807,1698,1911,1808,2,0,110000
0,5807,26,4181,25988,3177,49174,11823,669,2,3,-2,-2,-2,-2,-2,-2,26034,3182,49174,11823,669,1534,2,0,150000
0,24764,36,3385,31169,50526,51816,34262,23366,5,1,-1,0,0,0,0,0,28000,20000,3000,3000,3000,3000,1,0,110000
0,5173,40,-242,-3748,5512,4102,1756,4400,2,1,1,-2,-1,0,-1,-1,649,10000,0,1756,4400,0,2,0,360000
0,19004,29,44109,20896,18193,18652,14545,18545,1,2,0,0,0,0,0,0,8000,5000,3000,2000,2000,6000,2,0,180000
0,27897,29,5967,1892,26995,7601,6481,1610,1,2,-1,-1,-1,-1,0,0,1897,26995,7606,380,0,0,2,0,200000
0,15863,29,73742,75216,82006,84044,84532,80828,2,1,0,0,0,2,2,2,2700,8000,4304,3000,0,3000,2,1,100000
0,4092,23,223483,183900,182911,156432,152708,133584,2,1,0,0,0,0,0,0,11837,6070,5136,5183,5237,4396,1,1,190000
0,26794,27,24689,29520,29722,36276,19065,17937,2,2,0,0,0,0,0,0,10058,10339,10034,54,10088,6368,1,0,270000
0,20625,32,1166,1491,995,1318,1322,2826,2,1,-1,-1,-1,-1,-1,-1,2000,1000,2000,1500,3000,0,1,0,120000
0,3753,31,-5,-5,-5,4232,3189,7511,1,1,-2,-2,-2,-1,0,-1,0,0,4237,16,7548,4105,2,0,360000
0,3073,40,5130,15266,11423,9329,12329,10039,2,1,-1,-1,0,0,0,0,15266,2500,1200,3000,1077,2104,1,0,210000
0,25152,33,6016,4322,5568,9571,6370,9674,1,1,-2,-2,-2,-2,-2,-2,4348,5596,9632,6402,9722,24086,2,0,350000
0,21030,35,50500,50181,49630,50153,30914,29200,3,1,0,0,0,0,0,0,2000,2200,1968,1106,1040,1069,1,1,50000
0,12648,40,212617,207478,211850,209651,214520,213520,1,1,0,0,0,0,0,0,7297,7584,7416,8000,7639,7312,2,0,280000
0,26866,48,86114,87896,89397,90514,91661,90100,2,1,1,2,2,2,2,2,4100,3800,3500,3500,0,6900,1,1,140000
0,12600,38,40441,38497,39552,40393,41243,42157,3,1,0,0,0,0,0,0,2000,2000,1500,1500,1600,1600,1,0,150000
0,13594,44,301,11057,58508,57855,134,11421,1,1,-1,-1,0,0,0,-1,11063,49019,134,0,11421,0,2,0,500000
0,21600,22,38633,36378,33533,28591,28390,28739,2,2,1,2,2,2,0,0,500,2231,1500,1300,1700,800,2,0,50000
0,20194,32,12118,11176,9369,7061,23421,21240,1,2,0,0,0,0,0,0,2000,1114,1493,20000,1000,700,2,0,330000
0,13955,46,30073,18385,20732,21196,23175,22724,1,2,0,0,0,0,0,2,3000,3000,1000,3000,0,3500,2,0,60000
0,5565,60,137730,137498,137187,136807,136631,136080,3,1,0,0,0,0,0,0,4990,4975,4897,5029,4792,4987,2,1,140000
0,8869,24,13137,10724,9621,17701,15496,9341,2,2,1,2,0,0,2,0,0,1000,10000,0,1000,3105,2,0,90000
0,28346,40,291952,275948,240627,228230,209987,196997,2,3,0,0,0,0,0,0,8562,7071,6574,5938,5867,7704,2,0,280000
0,13403,35,980,68738,105265,126905,150953,153223,1,1,-1,-1,0,0,0,0,68738,50000,26905,30000,7000,10000,2,0,190000
0,9364,53,7855,17481,12021,132906,122256,37380,2,1,-1,-1,-1,-1,0,-1,17512,12021,132906,0,37380,3500,2,0,500000
0,7446,51,25577,26352,16846,17562,18275,18711,3,2,0,0,0,0,0,0,1269,1284,1000,1000,740,1000,2,0,50000
0,1477,26,1747,11817,14225,16017,12613,6600,2,2,-1,-1,0,0,0,0,12957,3884,5010,700,360,1713,1,0,200000
0,14290,37,207205,208827,203696,201655,202938,202136,2,1,0,0,0,0,0,0,9755,7414,6940,7299,8021,19384,2,0,500000
0,5542,29,22446,21799,23130,24432,26862,29244,3,1,1,2,0,0,0,0,0,1698,2000,3000,3000,5000,1,0,50000
0,8701,36,32782,33587,39572,44598,50570,64916,2,1,0,0,0,0,0,0,11406,10773,10819,15766,20645,5000,1,0,310000
0,18026,47,16013,14334,9086,5096,5096,5200,3,1,0,0,0,0,0,0,1419,1270,1200,0,104,0,1,0,20000
0,19023,35,3091,3853,4012,821,821,821,2,2,-1,0,0,-1,-1,-1,1150,1084,821,821,821,821,2,0,440000
0,3508,36,44510,42564,38181,30805,28252,28783,2,1,0,0,0,0,0,0,3000,3000,3000,2000,2000,5000,2,0,50000
0,25571,34,282674,277569,246380,236139,241056,246297,2,2,0,0,0,0,0,0,12200,10500,8500,8750,9200,9800,2,0,360000
0,17950,49,82214,74983,71958,68808,68769,68955,3,1,0,0,0,0,0,0,2659,2656,2372,2360,2574,2759,1,0,100000
0,25053,56,17768,18378,19077,19467,19155,19098,2,1,0,0,0,0,0,0,1600,1689,1469,547,500,547,1,0,20000
0,21770,25,1407,4989,998,0,0,0,4,2,-1,-1,-1,-1,-2,-2,5000,998,0,0,0,0,2,1,90000
0,21479,27,5888,4088,6597,9333,4133,8456,1,2,-1,-1,-1,0,-1,-1,4813,6597,5000,4431,8500,8032,2,0,20000
0,16542,27,49079,47992,48502,49170,49891,50570,2,2,2,2,0,0,0,0,0,1842,1770,1751,3894,0,1,1,50000
0,27052,36,16842,16300,390,14536,7446,0,3,2,-1,0,-1,-1,0,0,1000,390,14536,149,0,8346,1,0,20000
0,7243,47,10159,37758,15591,39240,28424,25120,2,1,-1,-1,2,-1,2,-1,38075,0,39424,0,25120,35375,2,0,320000
0,29361,28,10817,10988,8033,7262,9612,6747,2,2,0,0,2,0,0,2,3000,0,2000,5000,0,1646,1,1,110000
0,21060,34,170352,182711,183825,142216,118269,14960,1,2,0,0,2,2,0,0,15206,6000,0,5193,546,1485,1,1,220000
0,9273,40,44421,45504,46157,46900,47999,49057,2,1,2,2,2,2,2,2,2100,1700,1800,2000,2000,2000,2,1,100000
0,20900,27,0,0,0,200,0,0,2,2,1,-2,-2,-1,-1,-2,0,0,200,0,0,698,1,0,80000
0,19840,49,19208,19608,22608,21951,22287,22778,2,1,1,2,2,2,0,0,1000,3321,0,1000,1000,1001,2,0,50000
0,16380,46,29201,30406,31295,29929,27744,28117,3,1,1,2,2,2,2,2,2000,1700,954,0,2253,1106,2,1,30000
0,2185,42,47454,30680,-220,-1000,-1000,0,1,1,0,0,0,-2,-2,-2,3000,220,780,0,1000,0,1,0,50000
0,11711,38,15438,12140,11225,6688,6908,6438,2,2,0,0,2,0,0,2,2620,0,310,400,0,1435,2,0,140000
0,1466,27,70482,70591,64926,59949,54029,48170,2,1,0,0,0,0,0,0,2580,2337,1634,1606,1371,620,1,0,90000
0,10186,40,56690,58775,62769,64233,65704,69835,3,1,0,0,0,0,0,0,3606,5600,2500,2500,5400,2600,2,1,150000
0,13557,30,0,0,0,0,0,0,1,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,1,0,200000
0,18187,35,142378,146621,153217,154879,156692,154911,2,1,0,0,0,2,0,0,8000,10800,6000,6000,6000,6000,1,1,300000
0,8511,33,79579,70067,63951,57467,51614,46071,2,2,0,0,0,0,0,0,2702,2207,2000,1717,1770,1245,2,0,130000
0,18522,25,5008,10698,3863,56173,15700,5049,2,2,0,-1,-1,0,0,0,10698,3863,56006,5712,1000,100,2,0,260000
0,22950,29,132669,134605,136202,9207,0,0,3,2,0,0,0,0,0,-2,6000,6000,1000,0,0,0,2,0,190000
0,8105,39,136007,139215,146127,143637,154531,147016,2,1,2,0,0,2,2,2,5400,9500,0,12766,0,0,2,1,260000
0,14691,37,49045,50174,43647,19305,20025,18584,2,1,0,0,0,0,0,0,2000,2000,1000,1000,1000,1000,1,1,50000
0,6529,23,40145,41194,42197,42726,43802,42761,5,2,0,0,0,0,0,0,2000,2000,1502,1737,1500,5050,2,1,90000
0,9370,25,336179,173781,161223,145172,131346,134135,2,2,0,0,0,0,0,0,6781,7226,5032,5346,15003,15011,2,0,360000
0,27435,42,87104,90651,92400,0,0,0,2,1,0,0,0,0,-2,-2,5000,4500,0,0,0,0,1,1,90000
0,2986,27,33474,29029,26523,20554,19348,17439,2,2,0,0,0,0,0,0,1789,2037,659,802,640,513,1,0,120000
0,4119,36,17003,18157,17301,16486,17681,17825,2,2,0,0,2,0,0,0,3000,1000,1000,2000,1000,2000,1,0,50000
0,22840,38,111098,114863,118038,118805,59210,61267,3,1,0,0,0,0,0,0,5600,6500,5000,3000,3000,3000,2,0,120000
0,26972,37,11278,14070,15535,17734,19734,8561,2,1,0,0,0,0,0,0,3000,2000,3000,2000,2000,0,1,0,240000
0,5456,28,70736,72014,72215,70779,62525,71427,2,2,1,2,2,2,0,0,3000,2200,0,3000,10000,10000,2,1,70000
0,24539,37,4757,6170,7408,8250,9250,9750,2,1,0,0,0,0,0,0,1500,1500,1000,1000,500,1500,1,0,200000
0,29866,43,832,832,416,416,416,416,1,1,-1,3,2,-1,-1,-1,0,416,416,416,416,0,1,1,150000
0,7419,59,-1213,30322,20033,19871,15410,18969,2,1,1,-1,0,0,-1,-1,52082,15800,2000,20085,39070,25000,1,0,20000
0,29567,41,45422,46291,16118,14237,14381,16026,2,1,0,0,0,0,0,0,1916,1243,1492,636,2000,2000,1,0,50000
0,25772,33,82964,68532,17926,17966,30741,31088,1,1,0,-1,-1,-1,-1,-1,68940,18018,18058,30897,31244,88461,2,1,350000
0,1405,36,8385,-27,-27,-27,-27,-27,1,1,-1,-1,-2,-2,-2,-2,27,0,0,0,0,0,2,0,300000
0,10923,32,36081,37802,29985,28447,24775,25498,2,1,0,0,0,0,0,0,3002,1600,1500,1000,1500,1500,1,0,90000
0,12084,42,2231,3048,2845,1630,12037,12933,2,2,3,2,2,0,-1,-1,1000,12,0,12037,1100,0,2,1,30000
0,4053,32,5484,6192,4988,3440,3341,3228,1,2,0,0,2,0,0,0,2450,0,200,1000,1000,1000,1,0,190000
0,17040,24,93330,95285,96674,97983,102803,100960,2,2,2,2,2,2,2,3,4400,3800,3800,7300,0,679,2,1,100000
0,25608,38,250,1384,6324,7353,5536,8321,2,1,-1,-1,0,0,0,0,1384,5000,1224,3003,3506,3552,2,0,500000
0,20695,41,127370,117487,117568,103011,101336,91215,2,1,2,2,0,0,0,0,0,6000,5000,3300,5000,4000,1,1,190000
0,5411,43,690,2500,0,0,0,0,2,1,-2,-2,-2,-2,-2,-2,2500,0,0,0,0,0,2,0,260000
0,6447,46,9507,4405,0,2776,0,0,5,1,-1,-1,-1,-1,-1,-2,4405,0,2776,0,0,0,2,0,260000
0,16890,37,36148,36858,35985,38687,37765,40352,1,2,2,2,2,2,2,2,1600,0,3300,0,3200,1700,1,1,150000
0,2485,27,81635,83465,81472,82332,84067,78510,2,2,1,2,2,0,0,0,3716,0,2989,3105,2973,2830,2,0,80000
0,1641,34,5023,618,605,3098,805,2154,1,1,-1,-1,-1,-1,-1,-1,621,608,3114,1003,2164,1210,1,0,200000
0,16939,55,30789,31791,32827,33877,35311,36738,3,1,0,0,0,0,0,0,1514,1550,1600,2000,2000,2500,1,0,90000
0,17357,41,119455,120499,124836,37334,34944,24355,3,1,0,0,0,0,0,0,7012,10522,6133,24408,122,17398,2,0,500000
0,533,46,4073,6394,6143,6908,6652,6785,2,2,0,0,2,2,2,0,2400,0,871,0,244,251,1,1,10000
0,20254,51,9773,4101,3866,14894,6833,6972,2,1,0,-1,-1,-1,0,0,4146,3866,14894,137,139,3029,2,0,170000
0,8923,38,53035,54125,55135,54645,54859,55112,1,2,0,0,0,0,0,0,3492,3452,1912,2000,2091,1929,2,0,360000
0,20081,41,852,1738,186673,5517,2660,1480,2,1,-2,-1,-1,-1,-2,-2,1746,187473,5517,2660,1480,0,2,0,240000
0,25218,24,53159,50465,50744,41232,14459,17225,2,2,0,0,0,0,0,0,2000,2097,2224,1000,3000,633,2,0,50000
0,10934,24,341499,334929,317997,274132,267622,261246,1,2,0,0,0,0,0,0,12500,10882,9902,10000,10000,17629,2,0,330000
0,21853,26,46835,45781,47040,47807,50711,40166,2,1,1,2,0,0,0,2,0,2000,1700,3550,0,2000,2,0,160000
0,13960,30,21996,19730,20456,20783,-290,-680,2,1,0,0,0,0,0,-2,3000,3000,2000,0,0,1000,2,0,130000
0,8222,43,8261,9470,11163,10852,10396,10085,2,1,3,2,2,4,3,2,1500,2000,0,0,0,350,1,1,10000
0,29304,26,-185,27478,30642,29361,29022,28409,2,2,1,-1,-1,2,0,0,28924,4000,0,1000,900,800,1,0,30000
0,14183,29,128809,127595,115094,111678,105336,104306,2,2,0,0,0,0,0,0,5000,4000,5000,4000,3603,4200,1,0,160000
0,21003,37,128602,118109,21557,23186,14117,15797,2,1,0,0,0,0,0,0,3203,6015,5055,2011,4078,4522,1,0,260000
0,12874,25,19791,19591,15788,14911,11699,12224,2,2,0,0,0,0,0,0,1917,1000,1000,1000,1068,0,1,1,20000
0,4520,39,33459,35911,40288,42605,43870,13750,2,2,0,0,0,0,0,0,3000,5000,3000,2000,1000,12000,1,0,210000
0,20158,35,3072,0,0,0,0,0,1,2,-1,-1,-2,-2,-2,-2,0,0,0,0,0,0,2,0,280000
0,12741,28,972,-1,-1,299,299,293,1,2,-2,-2,-2,-2,-2,-2,0,0,300,300,294,0,1,0,200000
0,3006,27,11306,11263,13021,4144,2291,36491,1,2,0,0,0,0,0,-1,1500,2000,2000,1000,37500,1000,2,0,270000
0,6972,37,15960,0,-1953,5985,6893,8273,2,2,0,0,-2,-1,0,0,0,18047,7985,1000,2000,0,1,0,20000
0,13749,39,2618,8489,371,385,13273,20971,2,2,-1,0,0,-2,-1,0,7639,11336,1501,13278,10022,14045,2,0,90000
0,3717,30,0,0,0,0,0,0,2,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,0,230000
0,23944,24,14068,16706,18342,17755,17967,17538,2,2,0,0,2,3,2,2,3200,2200,0,800,0,1401,1,0,20000
0,3130,29,93962,95955,98354,105327,107500,105614,1,2,0,0,0,0,2,2,3500,4000,8600,4000,0,8100,1,0,180000
0,16463,51,138313,134057,130935,124458,78671,8730,2,1,0,0,0,0,0,0,5000,6000,3000,3000,2000,73000,2,0,120000
0,6531,61,0,0,0,0,0,0,3,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1,1,230000
0,14504,23,16370,15373,12065,10199,9261,6816,2,2,0,0,0,2,0,0,1524,2588,0,284,1000,1000,2,1,50000
0,7627,42,27559,29866,32233,34450,36954,39251,1,1,0,0,0,0,0,0,3000,2800,3000,3000,3000,2000,1,0,410000
0,29908,29,64826,72951,62848,60645,57554,57375,1,2,0,0,2,2,2,0,10589,34,4400,0,2000,1900,1,1,240000
0,21048,39,377259,310284,278781,256794,156583,17909,2,2,0,0,0,0,0,0,15198,14177,15118,15020,10000,308000,1,0,370000
0,13870,32,17715,316,632,632,316,316,1,2,-1,-1,-1,0,0,-1,316,632,316,0,316,632,1,0,220000
0,5251,40,6689,7723,8730,8936,8994,9244,2,2,0,0,0,0,0,0,1300,1294,500,350,400,400,2,0,20000
0,14498,40,69011,69842,71857,66673,65200,65511,2,1,0,0,0,0,0,0,3000,3000,2096,2115,2089,2207,1,0,480000
0,20946,32,7111,5894,7670,20440,4260,15308,2,2,-1,-1,-1,-1,-1,-1,6000,7680,20440,4260,15308,7000,1,0,120000
0,9155,34,13955,10859,57426,35554,15858,23033,2,2,0,-1,-1,0,0,-1,52280,57428,1068,3000,23033,20225,2,0,490000
0,7104,44,47315,34623,34347,36082,32957,18797,5,1,0,0,0,0,0,0,3000,3500,9700,4000,6300,3000,2,0,240000
0,14795,28,40559,44565,46815,52978,53970,56064,1,1,0,0,0,0,0,0,5000,3000,7000,2000,3000,3000,2,0,200000
0,11670,32,124838,102995,17383,172065,181981,174744,1,2,0,0,0,0,0,2,5000,1400,155000,12700,0,6300,1,0,210000
0,28776,42,344,881,1778,1885,607,687,1,1,-1,-1,-1,-1,-1,-1,881,1781,1885,607,687,1203,2,1,120000
0,9321,44,97925,98817,98495,96309,98484,100319,1,1,0,0,0,0,0,0,4303,4200,3500,3700,3600,3800,2,0,180000
0,8130,24,28470,31407,30200,30000,0,0,3,2,2,2,2,0,0,-2,3407,0,0,0,0,0,1,0,30000
0,15035,39,33307,38730,50694,49483,17299,17959,1,2,0,0,0,2,0,0,6000,13000,0,1000,1000,2000,1,1,50000
0,20577,28,42322,43314,44354,45372,46317,51292,2,2,0,0,0,0,0,0,1997,2037,2055,2000,5913,0,1,0,90000
0,18627,26,9267,29600,1980,0,0,10853,2,1,-1,-1,-1,-1,-2,-1,29600,1980,0,0,42138,26341,2,0,120000
0,7523,45,1471,5184,4144,6290,977,-23,2,1,-1,-1,-1,-1,-1,-1,5318,4160,6296,977,23,0,1,0,320000
0,19492,41,25735,27001,28261,29337,26189,21715,2,1,0,0,0,0,0,0,2000,2000,2000,500,1000,500,2,0,30000
0,1464,50,8924,3131,117497,110680,104016,109839,2,1,-1,-1,-1,0,0,0,3131,121715,4000,5000,9000,5000,2,0,300000
0,12973,27,19193,20084,20460,19836,20266,21568,2,1,2,2,2,2,0,0,1500,1000,0,900,1800,900,2,1,30000
0,12646,27,228863,227814,218694,191956,191741,176784,2,1,0,0,0,0,0,0,8862,8933,6956,7845,6784,7471,2,0,230000
0,11267,34,16965,17398,18310,18611,18966,19403,2,1,2,2,2,2,2,2,1000,1500,900,800,900,2000,2,1,70000
0,15926,31,0,0,0,0,0,0,2,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,0,30000
0,11380,44,0,0,0,0,0,0,2,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,0,200000
0,19265,47,29386,31596,32492,33163,32334,34647,3,1,1,2,2,2,2,2,3000,1700,1500,0,3000,1402,2,0,70000
0,8932,31,0,1521,0,0,0,0,2,2,-2,-2,-2,-2,-2,-2,1521,0,0,0,0,200,1,0,270000
0,21303,51,46094,47157,48669,42360,19840,19840,2,1,0,0,0,0,0,0,1831,2343,1611,200,0,0,1,0,50000
0,1340,53,0,0,0,0,0,0,3,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,1,50000
0,27297,43,9545,10443,7329,8343,8508,8686,3,2,0,0,0,0,0,0,1117,1125,2139,304,315,345,1,0,10000
0,8011,28,75903,34137,32390,32651,32170,31493,3,1,0,0,0,0,0,0,2014,1705,2000,2000,3000,3000,2,0,80000
0,12598,30,696,1392,696,696,873,1392,2,1,-1,-1,2,-1,-1,-1,1392,0,696,873,1392,696,2,1,150000
0,7038,52,112593,112623,115258,119620,118928,121619,1,1,2,2,2,2,3,2,3300,6000,7800,1500,4800,0,1,0,120000
0,20434,26,36770,7611,9275,5751,10592,9701,2,2,0,0,0,0,0,0,2000,2000,2000,5000,3470,0,1,0,110000
0,21516,26,0,0,1568,1398,920,0,2,2,1,-2,-1,0,0,0,0,1568,1000,302,0,192,2,0,20000
0,16054,46,24904,2338,4856,4127,3995,842,3,1,-1,-1,-1,0,-1,-1,2343,4856,1000,3995,842,26313,2,0,160000
0,24816,32,262576,237656,222586,205845,174438,157061,2,2,0,0,0,0,0,0,10013,10029,10009,5609,6000,10000,1,0,350000
0,9471,43,7489,5798,15112,0,0,0,2,1,-2,-2,-2,-2,-2,-2,5833,15114,0,0,0,0,2,0,90000
0,10292,25,96518,35523,34809,25199,25395,25692,2,2,0,0,0,0,0,0,1681,1409,886,912,1035,900,1,0,210000
0,7758,40,2300,1000,11289,4887,3083,9401,2,1,-1,-1,-1,-1,-1,-1,1000,11289,4887,3083,10020,6473,1,0,220000
0,4766,33,57732,55379,71063,60155,66078,64958,2,2,-1,-1,0,0,0,-1,55614,47003,30171,40282,115224,12973,1,0,480000
0,1962,53,11085,45677,27951,17255,10400,18776,3,2,-1,-1,-1,-1,-1,-1,45697,27951,17307,10400,18776,2944,2,0,130000
0,22087,29,56073,59635,63179,66637,68037,70448,2,2,0,0,0,0,0,0,4500,4500,4500,2500,3500,5800,2,0,110000
0,20389,23,16771,19403,18541,19254,19456,19323,2,2,2,2,2,0,0,0,2919,0,1298,1000,692,766,1,1,20000
0,20456,24,9285,273,8327,9379,9566,9766,3,2,0,-1,-1,0,0,0,273,8327,1200,342,354,438,1,0,10000
0,29886,39,43127,44413,45697,46873,47188,48532,3,1,0,0,0,0,0,0,2000,2000,2000,2000,2000,2000,1,1,50000
0,8597,29,4119,-1031,5100,5150,5150,5138,1,2,-1,-1,-1,-1,-1,-1,0,11500,5200,5150,5138,81438,1,0,570000
0,7736,28,36541,17625,26243,25829,-175,664,1,2,0,0,0,0,0,-1,5000,11000,3000,2000,1500,0,2,0,30000
0,15341,43,661,25166,26195,27209,27924,30204,2,1,-1,-1,0,0,0,0,25166,1437,1451,1166,2900,600,2,0,30000
0,24362,37,0,0,0,0,0,0,2,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1,0,360000
0,1773,26,32023,20233,0,0,0,0,3,1,0,0,0,-2,-2,-2,10000,0,0,0,0,0,2,0,180000
0,9095,38,197600,201708,121499,124409,68319,0,1,2,0,0,0,0,0,0,8200,5100,5400,3300,0,0,1,0,220000
0,2333,23,2724,5520,5275,0,0,150,1,2,2,2,2,2,-2,-1,3000,0,0,0,150,275,1,0,10000
0,25256,23,25366,26554,27435,28270,28632,30193,1,2,2,0,0,0,0,0,2000,2000,2000,1500,2400,1100,2,1,30000
0,1151,36,396,590,2042,1646,396,396,2,1,-1,-1,-1,0,-1,-1,590,2042,0,396,396,396,2,0,210000
0,15073,47,628,314,290,5134,346,427,1,2,-1,2,-1,-1,-1,-1,1,291,5159,347,428,14473,1,0,220000
0,2382,44,95719,96369,92336,91816,57477,66203,1,1,0,0,0,0,0,0,4652,3565,2731,10031,16027,25000,1,0,400000
0,13916,50,405779,412684,411394,277995,249697,258353,2,1,0,0,0,0,0,0,16000,15000,182781,99000,13000,35000,2,0,420000
0,11451,29,75234,76417,76916,51070,52727,54847,2,2,1,2,0,0,0,0,3007,5090,2001,3000,3000,3000,1,0,80000
0,1504,54,50356,48981,47942,1261,17147,16609,3,1,0,0,0,-1,-1,0,2000,1120,1300,17147,1000,1000,1,0,50000
0,21166,38,2500,2500,0,0,0,0,1,1,3,2,2,-2,-2,-2,0,0,0,0,0,0,1,1,260000
0,834,30,550,0,13013,14265,13659,0,3,2,-1,-1,-1,0,0,0,0,13013,1252,3659,0,0,2,0,230000
0,16241,38,29504,0,0,0,1742,0,1,1,-1,-1,-2,-2,-1,-1,0,0,0,1742,0,22854,2,0,210000
0,7671,25,0,0,0,0,0,442,2,2,-2,-2,-2,-2,-2,-1,0,0,0,0,442,1102,2,0,80000
